3号线大芬 有钥匙可看 地铁口100米，康达尔花园三房精装，,4500, 大芬,3室2厅3卫 86㎡ 南向 精装修 
地铁口附近 海山道1号，精装2房两厅，空房出租，看房方便,5000, 沙头角,2室2厅2卫 80㎡ 南向 精装修 
东龙新村 1室0厅1卫,980, 民治,1室1卫 22㎡ 南向 精装修 
南山中心区欢乐颂旁边精装修1房1厅5800元急租,5800, 前海,1室1厅1卫 45㎡ 南向 精装修 
（新出）金地鹭湖一号精装四房 采光通风极好 看房方便有钥匙,7600, 观澜,4室2厅4卫 135㎡ 东南向 豪华装修 
雷圳大厦 1室0厅1卫,5100, 华强南,1室1卫 25㎡ 东向 简单装修 
房子名称,房子价格,房子地段,房子简介
4号线龙华站旁，3房两厅，已整理干净，可随时入住,3300, 龙华,3室2厅3卫 89㎡ 南向 精装修 
莲城花园 精装大两房 生活便利 交通方便 可直接入住,6000, 南头,2室2厅2卫 80㎡ 南向 精装修 
豪装3房2卫，中间楼层看花园 看泳池。家私电器齐全,5600, 丹竹头,3室2厅3卫 89㎡ 东南向 豪华装修 
尚书苑精装单间，齐全楼层好，房况更好,4500, 下梅林,1室1卫 35㎡ 西南向 精装修 
西丽万科云城两房，全齐出租，采光好，车位充足，周围商业完善。,6800, 西丽,2室2厅2卫 68㎡ 东向 精装修 
合正汇一城 下楼就是西乡.地.铁.口 天虹商场 拎包入住,6800, 西乡,3室2厅3卫 89.00㎡ 南向 精装修 
花半里 急租必看好房 精装3房空调都是全新的 干净卫生,4300, 龙城国际,3室2厅3卫 109㎡ 南向 精装修 
金地小区 降价急租 精装大四房 家私齐全 拎包入住 看房方便,6000, 观澜,4室2厅4卫 140㎡ 南北向 精装修 
国际会展中心，华强城精装三房，家电齐全，地铁口200米,4200, 塘尾,3室2厅3卫 89㎡ 南向 精装修 
中旅二期一楼复式急租，装修保养状态好，有花园，带车位,100000, 农科中心,6室2厅6卫 313㎡ 南北向 豪华装修 
科技园 豪方现代豪园 精装两房 家电齐全 拎包入住即可,6800, 科技园,2室2厅2卫 76㎡ 南向 精装修 
富通城三期精装2房，花园小区，诚心出售,4700, 西乡,2室2厅2卫 32.13㎡ 南向 精装修 
华盛盛荟 豪装2家 商业交通齐 舒适环境  朝南通风温馨居家,4500, 新安,2室2厅2卫 66㎡ 南向 豪华装修 
物业直租 南岭 樟树布新村 万科公园里 水库新村 南和新村,818, 南岭,1室1卫 14㎡ 南向 精装修 
物业直租1983创意小镇 南湾街道办公车站靠近大芬站拎包入住,1980, 布吉街,1室1厅1卫 30㎡ 东南向 精装修 
挺好的房子，交通方便 隔圳新村 南北通透 靠近地铁上塘站 特,1550, 民治,1室1卫 18.00㎡ 南向 精装修 
信义五期3房 近学校 精装拎包入住 安静居家 商圈完善,5200, 信义,3室2厅3卫 68㎡ 南向 精装修 
活动价4700世界金融精装两居家私家电齐全,5500, 国贸,2室1厅2卫 46㎡ 东向 精装修 
河西三坊 1室1厅1卫,1000, 宝安中心区,1室1厅1卫 30㎡ 南向 简单装修 
锦田湾花园小区，家私家电齐全，采光很好，拎包入住,3200, 公明,3室2厅3卫 126㎡ 西北向 精装修 
后海上班族 南山中心区 特价两房 拎包入住,2380, 后海,2室1厅2卫 50㎡ 南向 精装修 
天昊华庭 1室1厅1卫 1580元月 精装修 48平,1580, 大运,1室1厅1卫 48㎡ 南北向 精装修 
龙园路 2室1厅1卫,1800, 龙岗中心城,2室1厅2卫 70㎡ 南向 精装修 
新上房源 欧式花园小区 精装 拎包入住 看房方便 配套齐全,2000, 泥岗,1室1卫 21㎡ 南向 精装修 
诚信房源  新 安静三房3楼 精装修 拎包入住,8000, 莲花村,3室2厅3卫 96㎡ 南北向 精装修 
精装1房1厅，近5号线翻身站。安静不临街，交通生活便利。,3900, 翻身路,1室1厅1卫 45㎡ 东南向 精装修 
儒骏城立方 1室0厅1卫,800, 坂田,1室1卫 16㎡ 南向 精装修 
直租 首月799 免中介 精装修 大单间 免费健身房家私齐全,1299, 龙华,1室1卫 38㎡ 南向 精装修 
白石龙地铁口 4号线直达福田  押一付一 学生专属98折,2130, 梅林关口,1室1厅1卫 35㎡ 南北向 精装修 
不要中芥费！首月白住！ 民用水电 岗厦地铁旁,2260, 福田口岸,1室1卫 20.00㎡ 西向 精装修 
简龙村 1室1厅1卫,1600, 横岗,1室1厅1卫 30㎡ 南向 精装修 
城市东座 精装南向两房 高层 避开罗沙路 安静舒适,4000, 莲塘,2室2厅2卫 49㎡ 南向 简单装修 
真!! 海滨小区 精装单间  拎包入住 合同跟房东签 客户好,2300, 科技园,1室1卫 18.00㎡ 南向 精装修 
精装公寓 采光通风 随时看房拎包入住,850, 宝安机场,1室1卫 24㎡ 南向 精装修 
龙胜时代大厦 3室2厅2卫,4350, 大浪,3室2厅3卫 135㎡ 东南向 精装修 
房东急租 精装修 家私家电齐全 近地铁 独卫大阳台 拎包入住,1700, 科技园,1室1卫 14㎡ 南北向 精装修 
上水径 中海怡翠大社区中间楼层大两房 环境好 万科物业,3800, 上水径,2室2厅2卫 72㎡ 南向 精装修 
西乡地铁口 汇一城 精装修两房 高楼层环境好 拎包入住,6300, 西乡,2室2厅2卫 75㎡ 南向 精装修 
石龙仔新村 1室 0厅1卫,750, 石岩,1室1卫 20㎡ 南向 精装修 
康达苑 1个月起租，租金打折！不满意随时退换 有钥匙可看房,2310, 桃园,1室1卫 19.00㎡ 东向 精装修 
11号线碧海湾地铁绿海名居小区三房一厅 拎包入住,5600, 坪洲,3室1厅3卫 70.00㎡ 南向 精装修 
大单间！富荔花园 家私全齐 拎包入住 价格可谈,2260, 福田口岸,1室1卫 20.00㎡ 南向 精装修 
南油生活区(B区) 3室1厅1卫,6500, 南油,3室1厅3卫 67.25㎡ 南北向 简单装修 
少点套路给彼此一点信任电联微聊,1500, 坂田,1室1厅1卫 35㎡ 南向 精装修 
上下4层鲸山九期别墅带大地面花园住家装修拎包入住,45000, 蛇口,7室2厅7卫 279.0㎡ 南向 精装修 
喜报！荔林苑 周边配套设施成熟 价格可议，家居齐全，干净整洁,2050, 香蜜湖,1室 20.00㎡ 南向 精装修 
书香门第上河坊 1室0厅1卫,3000, 民治,1室1卫 43㎡ 南向 精装修 
吉祥站地铁口，花园小区三房,4300, 龙岗中心城,3室2厅3卫 118㎡ 南向 精装修 
5号线荔湾站 靓房出租，家私全齐,7500, 前海,2室1厅2卫 69㎡ 南向 精装修 
雍华庭 3室2厅2卫,3500, 东莞,3室2厅3卫 142㎡ 东南向 精装修 
房子名称,房子价格,房子地段,房子简介
可做宿舍房，东方威尼斯175平复式大5房，三个大阳台南北通,3800, 坪山,5室2厅5卫 175㎡ 东南向 简单装修 
魔方公寓 吉祥地铁站免费健身房一居室押一付一整租,1400, 龙城国际,1室1厅1卫 30㎡ 东南向 精装修 
公明宏发上域 中高楼层 家私齐全 拎包入住 业主很好沟通 价,4300, 公明,4室2厅4卫 88.70㎡ 南北向 精装修 
软件产业基地 学林雅院豪华装修大三房 安静舒适！白领聚集地！,7200, 南山中心区,3室2厅3卫 113㎡ 南北向 豪华装修 
业主要求素质高的租客，公司高管优先,4700, 观澜,3室2厅3卫 89㎡ 南向 精装修 
（干净清爽）中海怡瑞两房 家私家电齐全 看房方便有钥匙,4000, 慢城,2室2厅2卫 68㎡ 南向 精装修 
特发和平里 精装修3房 业主刚配齐家私 可拎包入住,5500, 民治,3室2厅3卫 89㎡ 东南向 精装修 
万达广场旁，电梯高层精装大三房，装修保养好，家具齐全,6800, 翻身路,3室2厅3卫 94㎡ 东向 精装修 
俊安苑精装4房花园社区南北通采光良好拎包入住,16500, 农科中心,4室2厅4卫 138.6㎡ 南向 精装修 
区政府旁 玖龙台 新出精装3房 厅出阳台 看中有免租期 急租,5200, 光明,3室2厅3卫 89.12㎡ 南向 精装修 
小年轻很适合两房，随时看房，陶润懿峰,4000, 观澜,2室2厅2卫 52㎡ 南向 精装修 
精装三房，业主急租仅需5500元，家私齐全拎包入住！！,5500, 民治,3室2厅3卫 70㎡ 东南向 精装修 
坪山新合学校旁 悦都会小区 大三房 家私齐全  随时可入住,3500, 坪山,3室2厅3卫 88㎡ 东南向 精装修 
桐林城市广场，精装修两房带家私出租，随时可以看。,6000, 华强南,2室2厅2卫 62.97㎡ 西北向 精装修 
车位充足慢城，14号线石芽岭站旁，4站可到福田，家私家电齐,4500, 慢城,3室2厅3卫 78㎡ 南向 精装修 
石厦 高发小区 户型方正 使用率高 光线充足随看,2070, 石厦,1室1卫 21.00㎡ 东向 精装修 
活动价2800白金时代精装两居家私家电齐全,3300, 新安,2室1厅2卫 44㎡ 东向 精装修 
大单间免中介免停车坂田地铁口附近 拎包入住 电梯房采光好,1280, 坂田,1室1卫 28㎡ 南向 精装修 
长龙新村 1室1厅1卫,1120, 下水径,1室1厅1卫 32㎡ 东向 精装修 
平湖外国语学校 2房1厅带阳台 停车方便 民用水电 环境优雅,2080, 平湖,2室1厅2卫 72㎡ 南北向 精装修 
五号线上水径中海大社区一楼带花园大三房 环境好 万科物业,4600, 上水径,3室2厅3卫 90㎡ 南向 精装修 
平湖精装大小单间 业主直租 非中介 近华南城 近地铁,788, 平湖,1室1卫 24㎡ 南北向 精装修 
福宁街1号小区 1室0厅1卫,2880, 赤尾,1室1卫 30㎡ 南向 精装修 
泰宁小区小两房安静采光好，小区刚出新房源,3300, 水库,1室1厅1卫 46㎡ 南向 简单装修 
红岭地铁站 罗湖幸福华府  采光好  通风好,3450, 蔡屋围,1室1厅1卫 40㎡ 南向 精装修 
福田 皇岗 嘉福花园嘉华阁 采光好  通风好,7087, 皇岗,3室1厅3卫 80.47㎡ 南向 精装修 
粤海花园 3室1厅1卫,5600, 东门,3室1厅3卫 90㎡ 南向 精装修 
点有惊喜！免租1个月 7月优惠多多~了解一下,1930, 布心,1室1卫 18.00㎡ 东向 精装修 
新房出租 电梯精装 民水民电 家私家电齐全拎包入住,1299, 龙华,1室1卫 35㎡ 南向 精装修 
特价！科技园 警察花园 免费打扫 深大地铁口~有WiFi~,1920, 科技园,1室1卫 21.00㎡ 西向 精装修 
龙塘新村 2室1厅1卫,2480, 莱蒙水榭春天,2室1厅2卫 65㎡ 南向 精装修 
金茂府旁高端小区 靠近四号线 精装三房,6150, 民治,3室2厅3卫 86.72㎡ 南向 精装修 
3号线丹竹头直达罗湖 采光通透 拎包入住 家私家电齐全,1300, 丹竹头,1室1卫 30㎡ 南向 豪华装修 
桃源盛景园 2室2厅1卫 4600元月 电梯房 精装修,4600, 西乡,2室2厅2卫 79.13㎡ 南向 精装修 
福新坊61号小区 1室0厅1卫,2800, 岗厦,1室1卫 30㎡ 南向 精装修 
单间带厨房 安华公寓  独门独户 安静舒适,2250, 车公庙,1室1卫 18.00㎡ 南向 精装修 
鸿荣源物业 豪装大三房 业主自住保养好 家私电全齐 诚意招租,9000, 宝安中心区,3室2厅3卫 114㎡ 西北向 豪华装修 
随时看房！ 龙华 元芬金园大厦 有电梯 近元芬地铁 价格可谈,2170, 龙华,1室1卫 19.00㎡ 西向 精装修 
苹果园 1室 1厅1卫,3200, 锦绣江南,1室1厅1卫 45㎡ 东南向 精装修 
3号线塘坑地铁站直达东门老街 经济型单间电梯带阳台家电厨房,680, 东门,1室1卫 13㎡ 东向 精装修 
免中介 龙胜站 电梯房 精装修家私家电齐全拎包入住,1799, 观澜,1室1厅1卫 25㎡ 南向 精装修 
刚来深圳也要住的好，家电齐全拎包入住，交通方便，精装修,2980, 上梅林,2室1厅2卫 60㎡ 南向 精装修 
松仔园 1室0厅1卫,880, 民治,1室1卫 22㎡ 南向 精装修 
汇隆中心 2室2厅2卫 5200元月 电梯房 精装修,5500, 民治,2室2厅2卫 50㎡ 西南向 精装修 
即使是租房，也要有仪式感，城市天地，精致一房一厅，拎包即住,4500, 人民南,1室1厅1卫 59㎡ 西南向 精装修 
！群贤花园 家电家具齐全  干净整洁,1680, 宝安中心区,1室1卫 32.00㎡ 南向 精装修 
共和花园 1室0厅1卫,680, 油松,1室1卫 25㎡ 南向 
晶品居 近1号线深大地铁，充满玫瑰花香的房间，等待着您的现场,2160, 科技园,1室1卫 19.00㎡ 南向 精装修 
浩铭财富广场 1号线车公庙地铁旁 精装修 独立空间 适合上班,2140, 车公庙,1室1卫 22.00㎡ 东向 精装修 
坣岗园林新村 1室1厅1卫,1630, 沙井,1室1厅1卫 46㎡ 南向 豪华装修 
房子名称,房子价格,房子地段,房子简介
百花园 长乐 长安 百花公寓，格局合理，居住舒适,13000, 百花,4室2厅4卫 133㎡ 南向 精装修 
公明，6号线合水口，宏发嘉域，3房,3600, 公明,3室2厅3卫 85.39㎡ 东向 豪华装修 
龙华汽车站旁 高坳新村 精装单间 采光充足 独立阳台,1080, 龙华,1室1卫 30㎡ 南向 精装修 
优选租房大冲热门租房，近地铁口，小区环境优美，装修精致,5500, 大冲,1室1厅1卫 50㎡ 南向 精装修 
直租大浪江南百货旁大浪义乌精装电梯房一房一厅生活便利无中介,999, 大浪,1室1厅1卫 35㎡ 南向 精装修 
公明宏发嘉域 中高楼层 家私电全齐 业主很好沟通 随时看房,4000, 公明,4室2厅4卫 88.74㎡ 南向 豪华装修 
莲塘 鹏兴花园二期 两房出租 正地铁口位置 家电全齐,4500, 莲塘,2室2厅2卫 60㎡ 南向 精装修 
中海大山地 精装大三房中间楼层家私家电齐全拎包入住,4000, 横岗,3室2厅3卫 89㎡ 南向 精装修 
园中花园3房出租。。,14000, 园岭,3室2厅3卫 106.99㎡ 南北向 精装修 
西乡地铁口 蚝业雅苑 小区两房 家私齐全 实图实价,4600, 西乡,2室1厅2卫 75.00㎡ 南向 精装修 
公明 中央山精装三房 出租业主急租 面向红花山公园 家具齐全,4000, 公明,3室2厅3卫 88㎡ 南向 精装修 
七区5房豪装罕有放盘，高管住家优选,8000, 龙华,5室2厅5卫 138.00㎡ 南北向 豪华装修 
光明宏发嘉域 距地铁100米 自带花园学校 周边配套齐全,4100, 公明,4室2厅4卫 88.70㎡ 西南向 豪华装修 
光明奥园 精装复式两房出租 家电配齐 租价仅需2750元,2750, 光明,2室2厅2卫 53㎡ 东南向 精装修 
4号线龙华地铁站口，富通天骏小区，大3房，月付新上，精装居家,5800, 龙华,3室2厅3卫 110㎡ 南北向 精装修 
带车位 真图实价 下梅林碧荔花园旁 宏安花园 电梯 南向两房,6500, 下梅林,2室2厅2卫 71.00㎡ 北向 精装修 
租金减免活动中！打给我了解更多吧，优惠都能谈~,2350, 科技园,1室1卫 20.00㎡ 西向 精装修 
3号线塘坑地铁站直达罗湖东门老街 大单间带电梯阳台家电厨房,980, 东门,1室1卫 13㎡ 东向 简单装修 
庭威33创谷 1室0厅1卫,650, 横岗,1室1卫 15㎡ 南向 
(无） 龙光玖钻，4号线红山站旁，家私齐全，拎包入住,6500, 民治,3室2厅3卫 118.0㎡ 东南向 豪华装修 
皇洲花园 急速维修 生活便利 宽敞南卧 有阳台采光好,2450, 福华新村,1室1卫 23.00㎡ 南向 精装修 
点有惊喜！免租1个月 7月优惠多多~了解一下,2490, 景田北,1室 22.00㎡ 东向 精装修 
五和新村 1室0厅1卫,1100, 坂田,1室1卫 20㎡ 东向 简单装修 
固戍地铁口附近 价格实惠 可短租 无中介 免费停车,600, 固戍,1室1卫 12㎡ 南北向 精装修 
白石龙二区1室空间布局有致，和谐有序，清新空气自由穿行,2600, 梅林关口,1室1厅1卫 46㎡ 南向 精装修 
万象新天三期 什么房什么价 好房又 辛苦找房不就是为它吗,1400, 固戍,1室1卫 19.00㎡ 东南向 精装修 
南水小区 1室0厅1卫,2600, 蛇口,1室1卫 26㎡ 南北向 精装修 
金水湾2房 拎包入住精装修 干净卫生小区环境好交通便利,3600, 盐田,2室1厅2卫 48㎡ 西北向 精装修 
（无）上沙街市 地铁旁 精装大单间 带阳台 随时入住,2470, 上沙,1室1卫 21.00㎡ 南向 精装修 
大冲新城花园，一室一厅，高新园地铁口，精装全齐，拎包入住,5500, 大冲,1室1厅1卫 50.00㎡ 南向 精装修 
共和花园 1室1厅1卫,950, 油松,1室1厅1卫 45㎡ 南向 
维园大厦 装修很耐厮 齐全高层实景拍摄有钥匙,1990, 蛇口,1室1卫 22.00㎡ 东向 精装修 
鸿都双创公寓 翻身地铁站200米 企业员工宿舍8一12人间,4800, 宝安中心区,1室1厅1卫 50㎡ 南向 精装修 
联系我带你看房！风临域 上限免租2个月！不满意随时退换,1450, 龙岗中心城,1室1卫 15.00㎡ 东向 精装修 
固戍福华大厦 1室0厅1卫,1400, 固戍,1室1卫 30㎡ 南北向 精装修 
急！等您电话！熙湾  诚意租 首月免租金，装修很nice,2180, 科苑,1室1卫 20.00㎡ 南向 精装修 
户型  在租的高厅4居 别再为租房而烦恼了 来电！！,5500, 平湖,4室2厅4卫 125.67㎡ 东南向 精装修 
近地铁 福田上梅林直达可养宠物可押一可长短租,1980, 民治,1室1厅1卫 35㎡ 东南向 精装修 
金港华庭 4室2厅2卫,6800, 西乡,4室2厅4卫 120㎡ 南向 精装修 
欢迎来电垂询！天地峰景园  智能门锁，价格可谈，随时看房,2200, 桃源村,1室1卫 21.00㎡ 南向 精装修 
7号线地铁口公寓直租 全齐家私电器 拎包入住 免中介,2600, 桃源村,1室1厅1卫 30㎡ 南向 精装修 
中海阳光玫瑰园 深大附中 丽湾大厦 南山公园 两室一厅,4700, 前海,2室1厅2卫 50㎡ 南向 精装修 
